,Gender,Event,Location,Year,Medal,Name,Nationality,Result,Type,Clean_Result
84,W,Shot Put,Athens,2004,S,Nadine KLEINERT-SCHMITT,GER,19.55,meters,19.55
85,W,Shot Put,Athens,2004,G,Yumileidi CUMBA,CUB,19.59,meters,19.59
146,M,Shot Put,Athens,2004,B,Manuel MARTINEZ,ESP,20.84,meters,20.84
152,M,Shot Put,Athens,2004,S,Joachim Broechner OLSEN,DEN,21.07,meters,21.07
156,M,Shot Put,Athens,2004,G,Adam NELSON,USA,21.16,meters,21.16
98,W,Shot Put,Beijing,2008,G,Valerie ADAMS,NZL,20.56,meters,20.56
150,M,Shot Put,Beijing,2008,B,Dylan ARMSTRONG,CAN,21.04,meters,21.04
154,M,Shot Put,Beijing,2008,S,Christian CANTWELL,USA,21.09,meters,21.09
164,M,Shot Put,Beijing,2008,G,Tomasz MAJEWSKI,POL,21.51,meters,21.51
92,W,Shot Put,London,2012,B,Lijiao GONG,CHN,20.22,meters,20.22
103,W,Shot Put,London,2012,G,Valerie ADAMS,NZL,20.7,meters,20.7
159,M,Shot Put,London,2012,B,Reese HOFFA,USA,21.23,meters,21.23
168,M,Shot Put,London,2012,S,David STORL,GER,21.86,meters,21.86
169,M,Shot Put,London,2012,G,Tomasz MAJEWSKI,POL,21.89,meters,21.89
89,W,Shot Put,Rio,2016,B,Anita MARTON,HUN,19.87,meters,19.87
94,W,Shot Put,Rio,2016,S,Valerie ADAMS,NZL,20.42,meters,20.42
101,W,Shot Put,Rio,2016,G,Michelle CARTER,USA,20.63,meters,20.63
163,M,Shot Put,Rio,2016,B,Tomas WALSH,NZL,21.36,meters,21.36
167,M,Shot Put,Rio,2016,S,Joe KOVACS,USA,21.78,meters,21.78
170,M,Shot Put,Rio,2016,G,Ryan CROUSER,USA,22.52,meters,22.52
16,M,Triple Jump,Athens,1896,B,Ioannis PERSAKIS,GRE,12.52,meters,12.52
17,M,Triple Jump,Athens,1896,S,Alexandre TUFFERI,FRA,12.7,meters,12.7
20,M,Triple Jump,Athens,1896,G,James CONNOLLY,USA,13.71,meters,13.71
19,M,Triple Jump,Paris,1900,B,Lewis SHELDON,USA,13.64,meters,13.64
22,M,Triple Jump,Paris,1900,S,James CONNOLLY,USA,13.97,meters,13.97
26,M,Triple Jump,Paris,1900,G,Meyer PRINSTEIN,USA,14.47,meters,14.47
18,M,Triple Jump,St Louis,1904,B,Robert STANGLAND,USA,13.36,meters,13.36
21,M,Triple Jump,St Louis,1904,S,Fred ENGELHARDT,USA,13.9,meters,13.9
24,M,Triple Jump,St Louis,1904,G,Meyer PRINSTEIN,USA,14.35,meters,14.35
25,M,Triple Jump,London,1908,B,Edvard LARSEN,NOR,14.39,meters,14.39
28,M,Triple Jump,London,1908,S,Garfield MACDONALD,CAN,14.76,meters,14.76
30,M,Triple Jump,London,1908,G,Tim AHEARNE,GBR,14.92,meters,14.92
23,M,Triple Jump,Stockholm,1912,B,Erik ALMLÃF,SWE,14.17,meters,14.17
27,M,Triple Jump,Stockholm,1912,S,Georg ABERG,SWE,14.51,meters,14.51
29,M,Triple Jump,Stockholm,1912,G,Gustav LINDBLOM,SWE,14.76,meters,14.76
33,M,Triple Jump,Paris,1924,B,Ville TUULOS,FIN,15.37,meters,15.37
34,M,Triple Jump,Paris,1924,S,Luis BRUNETTO,ARG,15.425,meters,15.425
36,M,Triple Jump,Paris,1924,G,Nick WINTER,AUS,15.525,meters,15.525
31,M,Triple Jump,Los Angeles,1932,B,Kenkichi OSHIMA,JPN,15.12,meters,15.12
32,M,Triple Jump,Los Angeles,1932,S,Eric SVENSSON,SWE,15.32,meters,15.32
37,M,Triple Jump,Los Angeles,1932,G,Chuhei NAMBU,JPN,15.72,meters,15.72
35,M,Triple Jump,Helsinki,1952,B,Arnoldo DEVONISH,VEN,15.52,meters,15.52
38,M,Triple Jump,Helsinki,1952,S,Leonid SHCHERBAKOV,URS,15.98,meters,15.98
39,M,Triple Jump,Helsinki,1952,G,Adhemar DA SILVA,BRA,16.22,meters,16.22
40,M,Triple Jump,Rome,1960,B,Vitold KREYER,URS,16.43,meters,16.43
43,M,Triple Jump,Rome,1960,S,Vladimir GORYAYEV,URS,16.63,meters,16.63
44,M,Triple Jump,Rome,1960,G,Jozef SCHMIDT,POL,16.81,meters,16.81
41,M,Triple Jump,Tokyo,1964,B,Viktor KRAVCHENKO,URS,16.57,meters,16.57
42,M,Triple Jump,Tokyo,1964,S,Oleg Georgiyevich FEDOSEYEV,URS,16.58,meters,16.58
45,M,Triple Jump,Tokyo,1964,G,Jozef SCHMIDT,POL,16.85,meters,16.85
46,M,Triple Jump,Moscow,1980,B,JoÃ£o Carlos DE OLIVEIRA,BRA,17.22,meters,17.22
47,M,Triple Jump,Moscow,1980,S,Viktor SANEYEV,URS,17.24,meters,17.24
48,M,Triple Jump,Moscow,1980,G,Jaak UUDMÃE,URS,17.35,meters,17.35
49,M,Triple Jump,Barcelona,1992,B,Frank RUTHERFORD,BAH,17.36,meters,17.36
58,M,Triple Jump,Barcelona,1992,S,Charles SIMPKINS,USA,17.6,meters,17.6
69,M,Triple Jump,Barcelona,1992,G,Mike CONLEY,USA,18.17,meters,18.17
6,W,Triple Jump,Atlanta,1996,S,Inna LASOVSKAYA,RUS,14.98,meters,14.98
7,W,Triple Jump,Atlanta,1996,B,Sarka KASPARKOVA,CZE,14.98,meters,14.98
14,W,Triple Jump,Atlanta,1996,G,Inessa KRAVETS,UKR,15.33,meters,15.33
50,M,Triple Jump,Atlanta,1996,B,Yoelvis QUESADA,CUB,17.44,meters,17.44
67,M,Triple Jump,Atlanta,1996,S,Jonathan EDWARDS,GBR,17.88,meters,17.88
68,M,Triple Jump,Atlanta,1996,G,Kenny HARRISON,USA,18.09,meters,18.09
3,W,Triple Jump,Sydney,2000,B,Olena HOVOROVA,UKR,14.96,meters,14.96
8,W,Triple Jump,Sydney,2000,S,Tatyana LEBEDEVA,RUS,15,meters,15
11,W,Triple Jump,Sydney,2000,G,Tereza MARINOVA,BUL,15.2,meters,15.2
51,M,Triple Jump,Sydney,2000,B,Denis KAPUSTIN,RUS,17.46,meters,17.46
52,M,Triple Jump,Sydney,2000,S,Yoel GARCÃA,CUB,17.47,meters,17.47
62,M,Triple Jump,Sydney,2000,G,Jonathan EDWARDS,GBR,17.71,meters,17.71
9,W,Triple Jump,Athens,2004,B,Tatyana LEBEDEVA,RUS,15.14,meters,15.14
12,W,Triple Jump,Athens,2004,S,Hrysopiyi DEVETZI,GRE,15.25,meters,15.25
13,W,Triple Jump,Athens,2004,G,Francoise MBANGO ETONE,CMR,15.3,meters,15.3
54,M,Triple Jump,Athens,2004,B,Daniil Sergeyevich BURKENYA,RUS,17.48,meters,17.48
55,M,Triple Jump,Athens,2004,S,Marian OPREA,ROU,17.55,meters,17.55
64,M,Triple Jump,Athens,2004,G,Christian OLSSON,SWE,17.79,meters,17.79
15,W,Triple Jump,Beijing,2008,G,Francoise MBANGO ETONE,CMR,15.39,meters,15.39
57,M,Triple Jump,Beijing,2008,B,Leevan SANDS,BAH,17.59,meters,17.59
59,M,Triple Jump,Beijing,2008,S,Phillips IDOWU,GBR,17.62,meters,17.62
61,M,Triple Jump,Beijing,2008,G,Nelson EVORA,POR,17.67,meters,17.67
1,W,Triple Jump,London,2012,B,Olga SALADUKHA,UKR,14.79,meters,14.79
2,W,Triple Jump,London,2012,S,Caterine IBARGUEN,COL,14.8,meters,14.8
5,W,Triple Jump,London,2012,G,Olga RYPAKOVA,KAZ,14.98,meters,14.98
53,M,Triple Jump,London,2012,B,Fabrizio DONATO,ITA,17.48,meters,17.48
60,M,Triple Jump,London,2012,S,Will CLAYE,USA,17.62,meters,17.62
65,M,Triple Jump,London,2012,G,Christian TAYLOR,USA,17.81,meters,17.81
0,W,Triple Jump,Rio,2016,B,Olga RYPAKOVA,KAZ,14.74,meters,14.74
4,W,Triple Jump,Rio,2016,S,Yulimar ROJAS,VEN,14.98,meters,14.98
10,W,Triple Jump,Rio,2016,G,Caterine IBARGUEN,COL,15.17,meters,15.17
56,M,Triple Jump,Rio,2016,B,Bin DONG,CHN,17.58,meters,17.58
63,M,Triple Jump,Rio,2016,S,Will CLAYE,USA,17.76,meters,17.76
66,M,Triple Jump,Rio,2016,G,Christian TAYLOR,USA,17.86,meters,17.86
